mutant_id,project,bug_id,mutant_no,operator,category,class,line,killed,llm_score,llm_raw_response,llm_latency_ms,model_used
Time-11-0093,Time,11,93,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,236,1,0.85,0.85,4176,qwen3.6:latest
Time-11-0094,Time,11,94,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,237,1,0.85,0.85,4030,qwen3.6:latest
Time-11-0095,Time,11,95,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,237,1,0.85,0.85,4076,qwen3.6:latest
Time-11-0096,Time,11,96,COR,logical,org.joda.time.tz.ZoneInfoCompiler,238,1,0.85,0.85,4064,qwen3.6:latest
Time-11-0097,Time,11,97,COR,logical,org.joda.time.tz.ZoneInfoCompiler,238,1,0.95,0.95,3998,qwen3.6:latest
Time-11-0098,Time,11,98,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,239,1,0.85,0.85,3995,qwen3.6:latest
Time-11-0099,Time,11,99,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,239,1,0.15,0.15,3999,qwen3.6:latest
Time-11-0100,Time,11,100,STD,statement_deletion,org.joda.time.tz.ZoneInfoCompiler,239,1,0.15,0.15,4023,qwen3.6:latest
Time-11-0101,Time,11,101,ORU,return_value,org.joda.time.tz.ZoneInfoCompiler,242,1,0.85,0.85,3986,qwen3.6:latest
Time-11-0102,Time,11,102,ORU,return_value,org.joda.time.tz.ZoneInfoCompiler,242,1,0.85,0.85,4044,qwen3.6:latest
Time-11-0103,Time,11,103,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,242,1,0.75,0.75,4069,qwen3.6:latest
Time-11-0104,Time,11,104,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,242,0,0.75,0.75,4071,qwen3.6:latest
Time-11-0105,Time,11,105,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,242,1,0.85,0.85,4003,qwen3.6:latest
Time-11-0106,Time,11,106,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,246,1,0.85,0.85,3956,qwen3.6:latest
Time-11-0107,Time,11,107,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,246,1,0.85,0.85,3993,qwen3.6:latest
Time-11-0108,Time,11,108,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,246,1,0.85,0.85,4023,qwen3.6:latest
Time-11-0109,Time,11,109,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,246,0,0.85,0.85,4003,qwen3.6:latest
Time-11-0110,Time,11,110,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,246,1,0.85,0.85,4029,qwen3.6:latest
Time-11-0111,Time,11,111,ORU,return_value,org.joda.time.tz.ZoneInfoCompiler,247,1,0.85,0.85,4136,qwen3.6:latest
Time-11-0112,Time,11,112,ORU,return_value,org.joda.time.tz.ZoneInfoCompiler,247,1,0.85,0.85,4009,qwen3.6:latest
Time-11-0113,Time,11,113,STD,statement_deletion,org.joda.time.tz.ZoneInfoCompiler,247,1,0.85,0.85,4003,qwen3.6:latest
Time-11-0114,Time,11,114,COR,logical,org.joda.time.tz.ZoneInfoCompiler,270,0,0.75,0.75,3979,qwen3.6:latest
Time-11-0115,Time,11,115,COR,logical,org.joda.time.tz.ZoneInfoCompiler,270,0,0.75,0.75,3984,qwen3.6:latest
Time-11-0116,Time,11,116,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,271,0,0.75,0.75,4030,qwen3.6:latest
Time-11-0117,Time,11,117,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,276,0,0.15,0.15,4029,qwen3.6:latest
Time-11-0118,Time,11,118,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,276,0,0.15,0.15,4006,qwen3.6:latest
Time-11-0119,Time,11,119,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,276,0,0.15,0.15,3994,qwen3.6:latest
Time-11-0120,Time,11,120,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,276,0,0.15,0.15,4003,qwen3.6:latest
Time-11-0121,Time,11,121,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,277,0,0.15,0.15,4099,qwen3.6:latest
Time-11-0122,Time,11,122,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,277,1,0.15,0.15,4031,qwen3.6:latest
Time-11-0123,Time,11,123,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,277,0,0.15,0.15,4033,qwen3.6:latest
Time-11-0124,Time,11,124,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,277,0,0.15,0.15,4008,qwen3.6:latest
Time-11-0125,Time,11,125,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,286,0,0.75,0.75,3984,qwen3.6:latest
Time-11-0126,Time,11,126,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,286,0,0.85,0.85,4043,qwen3.6:latest
Time-11-0127,Time,11,127,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,286,0,0.85,0.85,3989,qwen3.6:latest
Time-11-0128,Time,11,128,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,286,0,0.75,0.75,3947,qwen3.6:latest
Time-11-0129,Time,11,129,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,286,0,0.75,0.75,4001,qwen3.6:latest
Time-11-0130,Time,11,130,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,286,1,0.75,0.75,3991,qwen3.6:latest
Time-11-0131,Time,11,131,COR,logical,org.joda.time.tz.ZoneInfoCompiler,286,0,0.75,0.75,3984,qwen3.6:latest
Time-11-0132,Time,11,132,COR,logical,org.joda.time.tz.ZoneInfoCompiler,286,1,0.75,0.75,4043,qwen3.6:latest
Time-11-0133,Time,11,133,COR,logical,org.joda.time.tz.ZoneInfoCompiler,286,0,0.75,0.75,3988,qwen3.6:latest
Time-11-0134,Time,11,134,COR,logical,org.joda.time.tz.ZoneInfoCompiler,286,0,0.95,0.95,4057,qwen3.6:latest
Time-11-0135,Time,11,135,STD,statement_deletion,org.joda.time.tz.ZoneInfoCompiler,290,1,0.15,0.15,4041,qwen3.6:latest
Time-11-0136,Time,11,136,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,295,0,0.85,0.85,4066,qwen3.6:latest
Time-11-0137,Time,11,137,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,295,0,0.85,0.85,4028,qwen3.6:latest
Time-11-0138,Time,11,138,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,295,0,0.85,0.85,4010,qwen3.6:latest
Time-11-0139,Time,11,139,COR,logical,org.joda.time.tz.ZoneInfoCompiler,295,1,0.75,0.75,3978,qwen3.6:latest
Time-11-0140,Time,11,140,COR,logical,org.joda.time.tz.ZoneInfoCompiler,296,0,0.15,0.15,3998,qwen3.6:latest
Time-11-0141,Time,11,141,COR,logical,org.joda.time.tz.ZoneInfoCompiler,295,1,0.75,0.75,4008,qwen3.6:latest
Time-11-0142,Time,11,142,COR,logical,org.joda.time.tz.ZoneInfoCompiler,296,0,0.75,0.75,3984,qwen3.6:latest
Time-11-0143,Time,11,143,STD,statement_deletion,org.joda.time.tz.ZoneInfoCompiler,297,0,0.15,0.15,4055,qwen3.6:latest
Time-11-0144,Time,11,144,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,300,0,0.15,0.15,4038,qwen3.6:latest
Time-11-0145,Time,11,145,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,303,0,0.85,0.85,4084,qwen3.6:latest
Time-11-0146,Time,11,146,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,303,0,0.15,0.15,4075,qwen3.6:latest
Time-11-0147,Time,11,147,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,303,0,0.15,0.15,3977,qwen3.6:latest
Time-11-0148,Time,11,148,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,303,0,0.15,0.15,4015,qwen3.6:latest
Time-11-0149,Time,11,149,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,303,1,0.15,0.15,3992,qwen3.6:latest
Time-11-0150,Time,11,150,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,303,0,0.15,0.15,4015,qwen3.6:latest
Time-11-0151,Time,11,151,COR,logical,org.joda.time.tz.ZoneInfoCompiler,303,0,0.15,0.15,4021,qwen3.6:latest
Time-11-0152,Time,11,152,COR,logical,org.joda.time.tz.ZoneInfoCompiler,303,0,0.15,0.15,4159,qwen3.6:latest
Time-11-0153,Time,11,153,COR,logical,org.joda.time.tz.ZoneInfoCompiler,303,0,0.15,0.15,4153,qwen3.6:latest
Time-11-0154,Time,11,154,COR,logical,org.joda.time.tz.ZoneInfoCompiler,303,1,0.15,0.15,4051,qwen3.6:latest
Time-11-0155,Time,11,155,COR,logical,org.joda.time.tz.ZoneInfoCompiler,303,0,0.15,0.15,4001,qwen3.6:latest
Time-11-0156,Time,11,156,COR,logical,org.joda.time.tz.ZoneInfoCompiler,303,0,0.15,0.15,4004,qwen3.6:latest
Time-11-0157,Time,11,157,COR,logical,org.joda.time.tz.ZoneInfoCompiler,303,0,0.15,0.15,4018,qwen3.6:latest
Time-11-0158,Time,11,158,COR,logical,org.joda.time.tz.ZoneInfoCompiler,303,1,0.15,0.15,4099,qwen3.6:latest
Time-11-0159,Time,11,159,STD,statement_deletion,org.joda.time.tz.ZoneInfoCompiler,304,0,0.15,0.15,4025,qwen3.6:latest
Time-11-0160,Time,11,160,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,308,0,0.85,0.85,4134,qwen3.6:latest
Time-11-0161,Time,11,161,STD,statement_deletion,org.joda.time.tz.ZoneInfoCompiler,311,0,0.1,0.1,3982,qwen3.6:latest
Time-11-0162,Time,11,162,STD,statement_deletion,org.joda.time.tz.ZoneInfoCompiler,313,0,0.1,0.1,4012,qwen3.6:latest
Time-11-0163,Time,11,163,STD,statement_deletion,org.joda.time.tz.ZoneInfoCompiler,314,0,0.15,0.15,4025,qwen3.6:latest
Time-11-0164,Time,11,164,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,319,0,0.15,0.15,4052,qwen3.6:latest
Time-11-0165,Time,11,165,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,319,1,0.15,0.15,4024,qwen3.6:latest
Time-11-0166,Time,11,166,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,319,0,0.15,0.15,4007,qwen3.6:latest
Time-11-0167,Time,11,167,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,319,0,0.15,0.15,4163,qwen3.6:latest
Time-11-0168,Time,11,168,STD,statement_deletion,org.joda.time.tz.ZoneInfoCompiler,319,0,0.15,0.15,4025,qwen3.6:latest
Time-11-0169,Time,11,169,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,320,0,0.15,0.15,4123,qwen3.6:latest
Time-11-0170,Time,11,170,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,320,0,0.15,0.15,4060,qwen3.6:latest
Time-11-0171,Time,11,171,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,320,0,0.15,0.15,4010,qwen3.6:latest
Time-11-0172,Time,11,172,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,320,0,0.15,0.15,3982,qwen3.6:latest
Time-11-0173,Time,11,173,STD,statement_deletion,org.joda.time.tz.ZoneInfoCompiler,320,0,0.15,0.15,4025,qwen3.6:latest
Time-11-0174,Time,11,174,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,322,0,0.15,0.15,3998,qwen3.6:latest
Time-11-0175,Time,11,175,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,322,0,0.15,0.15,4106,qwen3.6:latest
Time-11-0176,Time,11,176,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,322,0,0.85,0.85,4049,qwen3.6:latest
Time-11-0177,Time,11,177,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,322,0,0.85,0.85,4034,qwen3.6:latest
Time-11-0178,Time,11,178,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,322,1,0.15,0.15,4101,qwen3.6:latest
Time-11-0179,Time,11,179,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,324,0,0.75,0.75,4070,qwen3.6:latest
Time-11-0180,Time,11,180,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,324,0,0.75,0.75,4004,qwen3.6:latest
Time-11-0181,Time,11,181,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,324,0,0.15,0.15,4003,qwen3.6:latest
Time-11-0182,Time,11,182,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,324,0,0.85,0.85,4015,qwen3.6:latest
Time-11-0183,Time,11,183,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,324,0,0.85,0.85,4052,qwen3.6:latest
Time-11-0184,Time,11,184,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,324,0,0.85,0.85,4070,qwen3.6:latest
Time-11-0185,Time,11,185,COR,logical,org.joda.time.tz.ZoneInfoCompiler,324,0,0.15,0.15,4067,qwen3.6:latest
Time-11-0186,Time,11,186,COR,logical,org.joda.time.tz.ZoneInfoCompiler,324,0,0.15,0.15,3985,qwen3.6:latest
Time-11-0187,Time,11,187,COR,logical,org.joda.time.tz.ZoneInfoCompiler,324,0,0.15,0.15,3994,qwen3.6:latest
Time-11-0188,Time,11,188,COR,logical,org.joda.time.tz.ZoneInfoCompiler,324,0,0.15,0.15,4051,qwen3.6:latest
Time-11-0189,Time,11,189,STD,statement_deletion,org.joda.time.tz.ZoneInfoCompiler,328,1,0.1,0.1,4058,qwen3.6:latest
Time-11-0190,Time,11,190,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,332,1,0.85,0.85,4049,qwen3.6:latest
Time-11-0191,Time,11,191,LVR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,332,1,0.2,0.2,3967,qwen3.6:latest
Time-11-0192,Time,11,192,AOR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,332,1,0.85,0.85,4100,qwen3.6:latest
Time-11-0193,Time,11,193,AOR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,332,1,0.85,0.85,3969,qwen3.6:latest
Time-11-0194,Time,11,194,AOR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,332,1,0.85,0.85,3961,qwen3.6:latest
Time-11-0195,Time,11,195,AOR,arithmetic,org.joda.time.tz.ZoneInfoCompiler,332,1,0.85,0.85,3990,qwen3.6:latest
Time-11-0196,Time,11,196,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,332,0,0.85,0.85,3993,qwen3.6:latest
Time-11-0197,Time,11,197,ROR,relational,org.joda.time.tz.ZoneInfoCompiler,332,0,0.75,0.75,4001,qwen3.6:latest
