mutant_id,project,bug_id,mutant_no,operator,category,class,line,killed,llm_score,llm_raw_response,llm_latency_ms,model_used
Time-1-0025,Time,1,25,ROR,relational,org.joda.time.Partial,213,1,0.85,0.85,4114,qwen3.6:latest
Time-1-0026,Time,1,26,ROR,relational,org.joda.time.Partial,213,1,0.85,0.85,4144,qwen3.6:latest
Time-1-0027,Time,1,27,LVR,arithmetic,org.joda.time.Partial,216,1,0.85,0.85,4085,qwen3.6:latest
Time-1-0028,Time,1,28,LVR,arithmetic,org.joda.time.Partial,216,1,0.85,0.85,4192,qwen3.6:latest
Time-1-0029,Time,1,29,ROR,relational,org.joda.time.Partial,216,0,0.85,0.85,4179,qwen3.6:latest
Time-1-0030,Time,1,30,ROR,relational,org.joda.time.Partial,216,1,0.85,0.85,4011,qwen3.6:latest
Time-1-0031,Time,1,31,ROR,relational,org.joda.time.Partial,216,1,0.85,0.85,4127,qwen3.6:latest
Time-1-0032,Time,1,32,LVR,arithmetic,org.joda.time.Partial,217,1,0.85,0.85,4138,qwen3.6:latest
Time-1-0033,Time,1,33,ROR,relational,org.joda.time.Partial,217,1,0.85,0.85,4297,qwen3.6:latest
Time-1-0034,Time,1,34,ROR,relational,org.joda.time.Partial,217,1,0.85,0.85,4212,qwen3.6:latest
Time-1-0035,Time,1,35,ROR,relational,org.joda.time.Partial,217,1,0.85,0.85,4222,qwen3.6:latest
Time-1-0036,Time,1,36,COR,logical,org.joda.time.Partial,218,1,0.85,0.85,4395,qwen3.6:latest
Time-1-0037,Time,1,37,COR,logical,org.joda.time.Partial,218,1,0.85,0.85,4447,qwen3.6:latest
Time-1-0038,Time,1,38,LVR,arithmetic,org.joda.time.Partial,220,0,0.85,0.85,4138,qwen3.6:latest
Time-1-0039,Time,1,39,LVR,arithmetic,org.joda.time.Partial,220,1,0.75,0.75,4030,qwen3.6:latest
Time-1-0040,Time,1,40,AOR,arithmetic,org.joda.time.Partial,220,0,0.75,0.75,4102,qwen3.6:latest
Time-1-0041,Time,1,41,AOR,arithmetic,org.joda.time.Partial,220,0,0.75,0.75,4063,qwen3.6:latest
Time-1-0042,Time,1,42,AOR,arithmetic,org.joda.time.Partial,220,1,0.85,0.85,4136,qwen3.6:latest
Time-1-0043,Time,1,43,AOR,arithmetic,org.joda.time.Partial,220,0,0.85,0.85,4080,qwen3.6:latest
Time-1-0044,Time,1,44,LVR,arithmetic,org.joda.time.Partial,223,0,0.85,0.85,4155,qwen3.6:latest
Time-1-0045,Time,1,45,LVR,arithmetic,org.joda.time.Partial,223,0,0.85,0.85,4170,qwen3.6:latest
Time-1-0046,Time,1,46,AOR,arithmetic,org.joda.time.Partial,223,0,0.85,0.85,4204,qwen3.6:latest
Time-1-0047,Time,1,47,AOR,arithmetic,org.joda.time.Partial,223,0,0.85,0.85,4152,qwen3.6:latest
Time-1-0048,Time,1,48,AOR,arithmetic,org.joda.time.Partial,223,0,0.85,0.85,4137,qwen3.6:latest
Time-1-0049,Time,1,49,AOR,arithmetic,org.joda.time.Partial,223,0,0.85,0.85,4211,qwen3.6:latest
Time-1-0050,Time,1,50,LVR,arithmetic,org.joda.time.Partial,227,1,0.85,0.85,4331,qwen3.6:latest
Time-1-0051,Time,1,51,LVR,arithmetic,org.joda.time.Partial,227,1,0.85,0.85,4280,qwen3.6:latest
Time-1-0052,Time,1,52,ROR,relational,org.joda.time.Partial,227,1,0.85,0.85,4237,qwen3.6:latest
Time-1-0053,Time,1,53,ROR,relational,org.joda.time.Partial,227,1,0.85,0.85,4241,qwen3.6:latest
Time-1-0054,Time,1,54,ROR,relational,org.joda.time.Partial,227,1,0.85,0.85,4191,qwen3.6:latest
Time-1-0055,Time,1,55,LVR,arithmetic,org.joda.time.Partial,229,0,0.85,0.85,4294,qwen3.6:latest
Time-1-0056,Time,1,56,LVR,arithmetic,org.joda.time.Partial,229,1,0.85,0.85,4313,qwen3.6:latest
Time-1-0057,Time,1,57,AOR,arithmetic,org.joda.time.Partial,229,0,0.85,0.85,4270,qwen3.6:latest
Time-1-0058,Time,1,58,AOR,arithmetic,org.joda.time.Partial,229,0,0.85,0.85,4371,qwen3.6:latest
Time-1-0059,Time,1,59,AOR,arithmetic,org.joda.time.Partial,229,1,0.85,0.85,4185,qwen3.6:latest
Time-1-0060,Time,1,60,AOR,arithmetic,org.joda.time.Partial,229,0,0.85,0.85,4201,qwen3.6:latest
Time-1-0061,Time,1,61,LVR,arithmetic,org.joda.time.Partial,230,1,0.85,0.85,4112,qwen3.6:latest
Time-1-0062,Time,1,62,LVR,arithmetic,org.joda.time.Partial,230,1,0.85,0.85,4076,qwen3.6:latest
Time-1-0063,Time,1,63,ROR,relational,org.joda.time.Partial,230,0,0.85,0.85,4118,qwen3.6:latest
Time-1-0064,Time,1,64,ROR,relational,org.joda.time.Partial,230,0,0.85,0.85,4117,qwen3.6:latest
Time-1-0065,Time,1,65,ROR,relational,org.joda.time.Partial,230,1,0.85,0.85,4175,qwen3.6:latest
Time-1-0066,Time,1,66,COR,logical,org.joda.time.Partial,230,1,0.75,0.75,4098,qwen3.6:latest
Time-1-0067,Time,1,67,COR,logical,org.joda.time.Partial,230,1,0.85,0.85,4073,qwen3.6:latest
Time-1-0068,Time,1,68,COR,logical,org.joda.time.Partial,230,1,0.75,0.75,4004,qwen3.6:latest
Time-1-0069,Time,1,69,COR,logical,org.joda.time.Partial,230,0,0.75,0.75,4144,qwen3.6:latest
Time-1-0070,Time,1,70,LVR,arithmetic,org.joda.time.Partial,231,1,0.85,0.85,4206,qwen3.6:latest
Time-1-0071,Time,1,71,LVR,arithmetic,org.joda.time.Partial,231,1,0.85,0.85,4208,qwen3.6:latest
Time-1-0072,Time,1,72,AOR,arithmetic,org.joda.time.Partial,231,1,0.85,0.85,4231,qwen3.6:latest
Time-1-0073,Time,1,73,AOR,arithmetic,org.joda.time.Partial,231,1,0.85,0.85,4188,qwen3.6:latest
Time-1-0074,Time,1,74,AOR,arithmetic,org.joda.time.Partial,231,1,0.85,0.85,4158,qwen3.6:latest
Time-1-0075,Time,1,75,AOR,arithmetic,org.joda.time.Partial,231,1,0.85,0.85,4203,qwen3.6:latest
Time-1-0076,Time,1,76,ROR,relational,org.joda.time.Partial,231,1,0.85,0.85,4241,qwen3.6:latest
Time-1-0077,Time,1,77,ROR,relational,org.joda.time.Partial,232,1,0.85,0.85,4677,qwen3.6:latest
Time-1-0078,Time,1,78,LVR,arithmetic,org.joda.time.Partial,234,0,0.85,0.85,4297,qwen3.6:latest
Time-1-0079,Time,1,79,LVR,arithmetic,org.joda.time.Partial,234,1,0.85,0.85,4330,qwen3.6:latest
Time-1-0080,Time,1,80,AOR,arithmetic,org.joda.time.Partial,234,0,0.85,0.85,4348,qwen3.6:latest
Time-1-0081,Time,1,81,AOR,arithmetic,org.joda.time.Partial,234,0,0.85,0.85,4316,qwen3.6:latest
Time-1-0082,Time,1,82,AOR,arithmetic,org.joda.time.Partial,234,1,0.85,0.85,4286,qwen3.6:latest
Time-1-0083,Time,1,83,AOR,arithmetic,org.joda.time.Partial,234,0,0.85,0.85,4328,qwen3.6:latest
Time-1-0084,Time,1,84,ROR,relational,org.joda.time.Partial,237,1,0.85,0.85,4494,qwen3.6:latest
Time-1-0085,Time,1,85,LVR,arithmetic,org.joda.time.Partial,239,0,0.85,0.85,4308,qwen3.6:latest
Time-1-0086,Time,1,86,LVR,arithmetic,org.joda.time.Partial,239,0,0.85,0.85,4294,qwen3.6:latest
Time-1-0087,Time,1,87,AOR,arithmetic,org.joda.time.Partial,239,0,0.85,0.85,4344,qwen3.6:latest
Time-1-0088,Time,1,88,AOR,arithmetic,org.joda.time.Partial,239,0,0.85,0.85,4310,qwen3.6:latest
Time-1-0089,Time,1,89,AOR,arithmetic,org.joda.time.Partial,239,0,0.85,0.85,4278,qwen3.6:latest
Time-1-0090,Time,1,90,AOR,arithmetic,org.joda.time.Partial,239,0,0.85,0.85,4364,qwen3.6:latest
Time-1-0091,Time,1,91,LVR,arithmetic,org.joda.time.Partial,241,1,0.85,0.85,4203,qwen3.6:latest
Time-1-0092,Time,1,92,LVR,arithmetic,org.joda.time.Partial,241,1,0.2,0.2,4201,qwen3.6:latest
Time-1-0093,Time,1,93,AOR,arithmetic,org.joda.time.Partial,241,1,0.85,0.85,4193,qwen3.6:latest
Time-1-0094,Time,1,94,AOR,arithmetic,org.joda.time.Partial,241,1,0.85,0.85,4201,qwen3.6:latest
Time-1-0095,Time,1,95,AOR,arithmetic,org.joda.time.Partial,241,1,0.85,0.85,4275,qwen3.6:latest
Time-1-0096,Time,1,96,AOR,arithmetic,org.joda.time.Partial,241,1,0.85,0.85,4277,qwen3.6:latest
Time-1-0097,Time,1,97,LVR,arithmetic,org.joda.time.Partial,243,1,0.85,0.85,4537,qwen3.6:latest
Time-1-0098,Time,1,98,LVR,arithmetic,org.joda.time.Partial,243,1,0.85,0.85,4556,qwen3.6:latest
Time-1-0099,Time,1,99,ROR,relational,org.joda.time.Partial,243,1,0.85,0.85,4676,qwen3.6:latest
Time-1-0100,Time,1,100,ROR,relational,org.joda.time.Partial,243,1,0.85,0.85,4656,qwen3.6:latest
Time-1-0101,Time,1,101,ROR,relational,org.joda.time.Partial,243,1,0.85,0.85,4653,qwen3.6:latest
Time-1-0102,Time,1,102,LVR,arithmetic,org.joda.time.Partial,245,0,0.85,0.85,4145,qwen3.6:latest
Time-1-0103,Time,1,103,LVR,arithmetic,org.joda.time.Partial,245,1,0.85,0.85,4209,qwen3.6:latest
Time-1-0104,Time,1,104,AOR,arithmetic,org.joda.time.Partial,245,0,0.85,0.85,4215,qwen3.6:latest
Time-1-0105,Time,1,105,AOR,arithmetic,org.joda.time.Partial,245,0,0.85,0.85,4181,qwen3.6:latest
Time-1-0106,Time,1,106,AOR,arithmetic,org.joda.time.Partial,245,1,0.85,0.85,4224,qwen3.6:latest
Time-1-0107,Time,1,107,AOR,arithmetic,org.joda.time.Partial,245,0,0.85,0.85,4191,qwen3.6:latest
Time-1-0108,Time,1,108,LVR,arithmetic,org.joda.time.Partial,247,1,0.85,0.85,4148,qwen3.6:latest
Time-1-0109,Time,1,109,LVR,arithmetic,org.joda.time.Partial,247,1,0.85,0.85,4043,qwen3.6:latest
Time-1-0110,Time,1,110,ROR,relational,org.joda.time.Partial,247,0,0.85,0.85,4139,qwen3.6:latest
Time-1-0111,Time,1,111,ROR,relational,org.joda.time.Partial,247,1,0.85,0.85,4065,qwen3.6:latest
Time-1-0112,Time,1,112,ROR,relational,org.joda.time.Partial,247,1,0.85,0.85,4097,qwen3.6:latest
Time-1-0113,Time,1,113,LVR,arithmetic,org.joda.time.Partial,249,0,0.85,0.85,4051,qwen3.6:latest
Time-1-0114,Time,1,114,LVR,arithmetic,org.joda.time.Partial,249,1,0.85,0.85,3984,qwen3.6:latest
Time-1-0115,Time,1,115,AOR,arithmetic,org.joda.time.Partial,249,0,0.85,0.85,4053,qwen3.6:latest
Time-1-0116,Time,1,116,AOR,arithmetic,org.joda.time.Partial,249,0,0.85,0.85,4115,qwen3.6:latest
Time-1-0117,Time,1,117,AOR,arithmetic,org.joda.time.Partial,249,1,0.85,0.85,4065,qwen3.6:latest
Time-1-0118,Time,1,118,AOR,arithmetic,org.joda.time.Partial,249,0,0.85,0.85,4136,qwen3.6:latest
Time-1-0119,Time,1,119,STD,statement_deletion,org.joda.time.Partial,254,1,0.1,0.1,3953,qwen3.6:latest
Time-1-0120,Time,1,120,STD,statement_deletion,org.joda.time.Partial,258,1,0.15,0.15,3992,qwen3.6:latest
Time-1-0121,Time,1,121,ROR,relational,org.joda.time.Partial,270,1,0.95,0.95,4098,qwen3.6:latest
Time-1-0122,Time,1,122,LVR,arithmetic,org.joda.time.Partial,276,1,0.85,0.85,4076,qwen3.6:latest
Time-1-0123,Time,1,123,LVR,arithmetic,org.joda.time.Partial,276,1,0.85,0.85,4072,qwen3.6:latest
Time-1-0124,Time,1,124,ROR,relational,org.joda.time.Partial,276,1,0.85,0.85,4045,qwen3.6:latest
Time-1-0125,Time,1,125,ROR,relational,org.joda.time.Partial,276,1,0.85,0.85,4086,qwen3.6:latest
Time-1-0126,Time,1,126,STD,statement_deletion,org.joda.time.Partial,277,1,0.15,0.15,4110,qwen3.6:latest
Time-1-0127,Time,1,127,STD,statement_deletion,org.joda.time.Partial,278,1,0.15,0.15,4169,qwen3.6:latest
Time-1-0128,Time,1,128,STD,statement_deletion,org.joda.time.Partial,411,1,0.15,0.15,4047,qwen3.6:latest
Time-1-0129,Time,1,129,STD,statement_deletion,org.joda.time.Partial,412,1,0.15,0.15,4007,qwen3.6:latest
Time-1-0130,Time,1,130,ROR,relational,org.joda.time.Partial,413,1,0.85,0.85,4078,qwen3.6:latest
Time-1-0131,Time,1,131,STD,statement_deletion,org.joda.time.Partial,417,0,0.15,0.15,4055,qwen3.6:latest
Time-1-0132,Time,1,132,ROR,relational,org.joda.time.Partial,438,1,0.85,0.85,4164,qwen3.6:latest
Time-1-0133,Time,1,133,LVR,arithmetic,org.joda.time.Partial,442,1,0.15,0.15,4059,qwen3.6:latest
Time-1-0134,Time,1,134,LVR,arithmetic,org.joda.time.Partial,442,1,0.15,0.15,3987,qwen3.6:latest
Time-1-0135,Time,1,135,ROR,relational,org.joda.time.Partial,442,0,0.75,0.75,3996,qwen3.6:latest
Time-1-0136,Time,1,136,ROR,relational,org.joda.time.Partial,442,1,0.75,0.75,4020,qwen3.6:latest
Time-1-0137,Time,1,137,ROR,relational,org.joda.time.Partial,442,1,0.85,0.85,4115,qwen3.6:latest
Time-1-0138,Time,1,138,LVR,arithmetic,org.joda.time.Partial,443,1,0.85,0.85,4068,qwen3.6:latest
Time-1-0139,Time,1,139,LVR,arithmetic,org.joda.time.Partial,443,1,0.15,0.15,4015,qwen3.6:latest
Time-1-0140,Time,1,140,AOR,arithmetic,org.joda.time.Partial,443,1,0.75,0.75,4016,qwen3.6:latest
Time-1-0141,Time,1,141,AOR,arithmetic,org.joda.time.Partial,443,1,0.75,0.75,4060,qwen3.6:latest
Time-1-0142,Time,1,142,AOR,arithmetic,org.joda.time.Partial,443,1,0.75,0.75,4089,qwen3.6:latest
Time-1-0143,Time,1,143,AOR,arithmetic,org.joda.time.Partial,443,1,0.75,0.75,4053,qwen3.6:latest
Time-1-0144,Time,1,144,LVR,arithmetic,org.joda.time.Partial,447,1,0.15,0.15,4090,qwen3.6:latest
Time-1-0145,Time,1,145,LVR,arithmetic,org.joda.time.Partial,447,1,0.15,0.15,4101,qwen3.6:latest
Time-1-0146,Time,1,146,COR,logical,org.joda.time.Partial,449,1,0.75,0.75,4102,qwen3.6:latest
Time-1-0147,Time,1,147,COR,logical,org.joda.time.Partial,449,0,0.75,0.75,4085,qwen3.6:latest
Time-1-0148,Time,1,148,ROR,relational,org.joda.time.Partial,450,0,0.85,0.85,4107,qwen3.6:latest
Time-1-0149,Time,1,149,ROR,relational,org.joda.time.Partial,450,1,0.85,0.85,4048,qwen3.6:latest
Time-1-0150,Time,1,150,ROR,relational,org.joda.time.Partial,450,1,0.85,0.85,4004,qwen3.6:latest
Time-1-0151,Time,1,151,COR,logical,org.joda.time.Partial,453,1,0.75,0.75,3995,qwen3.6:latest
Time-1-0152,Time,1,152,COR,logical,org.joda.time.Partial,453,1,0.75,0.75,4009,qwen3.6:latest
Time-1-0153,Time,1,153,LVR,arithmetic,org.joda.time.Partial,455,1,0.15,0.15,4130,qwen3.6:latest
Time-1-0154,Time,1,154,LVR,arithmetic,org.joda.time.Partial,455,1,0.15,0.15,4054,qwen3.6:latest
Time-1-0155,Time,1,155,ROR,relational,org.joda.time.Partial,455,1,0.75,0.75,4031,qwen3.6:latest
Time-1-0156,Time,1,156,ROR,relational,org.joda.time.Partial,455,1,0.85,0.85,4089,qwen3.6:latest
Time-1-0157,Time,1,157,ROR,relational,org.joda.time.Partial,455,1,0.75,0.75,4075,qwen3.6:latest
Time-1-0158,Time,1,158,LVR,arithmetic,org.joda.time.Partial,457,1,0.75,0.75,4004,qwen3.6:latest
Time-1-0159,Time,1,159,LVR,arithmetic,org.joda.time.Partial,457,1,0.85,0.85,4174,qwen3.6:latest
Time-1-0160,Time,1,160,ROR,relational,org.joda.time.Partial,457,1,0.75,0.75,4045,qwen3.6:latest
Time-1-0161,Time,1,161,ROR,relational,org.joda.time.Partial,457,0,0.75,0.75,4161,qwen3.6:latest
Time-1-0162,Time,1,162,ROR,relational,org.joda.time.Partial,457,1,0.75,0.75,4019,qwen3.6:latest
Time-1-0163,Time,1,163,ROR,relational,org.joda.time.Partial,458,0,0.75,0.75,4048,qwen3.6:latest
Time-1-0164,Time,1,164,LVR,arithmetic,org.joda.time.Partial,463,1,0.15,0.15,4052,qwen3.6:latest
Time-1-0165,Time,1,165,LVR,arithmetic,org.joda.time.Partial,463,0,0.15,0.15,3997,qwen3.6:latest
Time-1-0166,Time,1,166,ROR,relational,org.joda.time.Partial,463,1,0.75,0.75,4060,qwen3.6:latest
Time-1-0167,Time,1,167,ROR,relational,org.joda.time.Partial,463,0,0.75,0.75,4004,qwen3.6:latest
Time-1-0168,Time,1,168,ROR,relational,org.joda.time.Partial,463,1,0.75,0.75,3986,qwen3.6:latest
Time-1-0169,Time,1,169,LVR,arithmetic,org.joda.time.Partial,470,1,0.75,0.75,4061,qwen3.6:latest
Time-1-0170,Time,1,170,LVR,arithmetic,org.joda.time.Partial,470,1,0.75,0.75,4064,qwen3.6:latest
Time-1-0171,Time,1,171,LVR,arithmetic,org.joda.time.Partial,470,1,0.75,0.75,4101,qwen3.6:latest
Time-1-0172,Time,1,172,LVR,arithmetic,org.joda.time.Partial,470,1,0.75,0.75,3994,qwen3.6:latest
Time-1-0173,Time,1,173,STD,statement_deletion,org.joda.time.Partial,470,1,0.75,0.75,3990,qwen3.6:latest
Time-1-0174,Time,1,174,LVR,arithmetic,org.joda.time.Partial,471,1,0.85,0.85,4046,qwen3.6:latest
Time-1-0175,Time,1,175,LVR,arithmetic,org.joda.time.Partial,471,1,0.85,0.85,4103,qwen3.6:latest
Time-1-0176,Time,1,176,LVR,arithmetic,org.joda.time.Partial,471,1,0.85,0.85,4084,qwen3.6:latest
Time-1-0177,Time,1,177,LVR,arithmetic,org.joda.time.Partial,471,1,0.85,0.85,4127,qwen3.6:latest
Time-1-0178,Time,1,178,STD,statement_deletion,org.joda.time.Partial,471,1,0.25,0.25,4068,qwen3.6:latest
Time-1-0179,Time,1,179,STD,statement_deletion,org.joda.time.Partial,472,1,0.2,0.2,4098,qwen3.6:latest
Time-1-0180,Time,1,180,STD,statement_deletion,org.joda.time.Partial,473,1,0.15,0.15,4107,qwen3.6:latest
Time-1-0181,Time,1,181,LVR,arithmetic,org.joda.time.Partial,474,1,0.85,0.85,4165,qwen3.6:latest
Time-1-0182,Time,1,182,LVR,arithmetic,org.joda.time.Partial,474,1,0.85,0.85,4008,qwen3.6:latest
Time-1-0183,Time,1,183,AOR,arithmetic,org.joda.time.Partial,474,1,0.85,0.85,4310,qwen3.6:latest
Time-1-0184,Time,1,184,AOR,arithmetic,org.joda.time.Partial,474,1,0.85,0.85,4270,qwen3.6:latest
Time-1-0185,Time,1,185,AOR,arithmetic,org.joda.time.Partial,474,1,0.85,0.85,4251,qwen3.6:latest
Time-1-0186,Time,1,186,AOR,arithmetic,org.joda.time.Partial,474,1,0.85,0.85,4294,qwen3.6:latest
Time-1-0187,Time,1,187,AOR,arithmetic,org.joda.time.Partial,474,1,0.75,0.75,4248,qwen3.6:latest
Time-1-0188,Time,1,188,AOR,arithmetic,org.joda.time.Partial,474,1,0.85,0.85,4211,qwen3.6:latest
Time-1-0189,Time,1,189,AOR,arithmetic,org.joda.time.Partial,474,1,0.85,0.85,4224,qwen3.6:latest
Time-1-0190,Time,1,190,AOR,arithmetic,org.joda.time.Partial,474,1,0.85,0.85,4275,qwen3.6:latest
Time-1-0191,Time,1,191,LVR,arithmetic,org.joda.time.Partial,474,1,0.85,0.85,4174,qwen3.6:latest
Time-1-0192,Time,1,192,LVR,arithmetic,org.joda.time.Partial,474,1,0.85,0.85,4131,qwen3.6:latest
Time-1-0193,Time,1,193,AOR,arithmetic,org.joda.time.Partial,474,1,0.75,0.75,4331,qwen3.6:latest
Time-1-0194,Time,1,194,AOR,arithmetic,org.joda.time.Partial,474,1,0.85,0.85,4240,qwen3.6:latest
Time-1-0195,Time,1,195,AOR,arithmetic,org.joda.time.Partial,474,1,0.85,0.85,4196,qwen3.6:latest
Time-1-0196,Time,1,196,AOR,arithmetic,org.joda.time.Partial,474,1,0.85,0.85,4194,qwen3.6:latest
Time-1-0197,Time,1,197,STD,statement_deletion,org.joda.time.Partial,474,1,0.15,0.15,4042,qwen3.6:latest
Time-1-0198,Time,1,198,LVR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4177,qwen3.6:latest
Time-1-0199,Time,1,199,LVR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4042,qwen3.6:latest
Time-1-0200,Time,1,200,AOR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4319,qwen3.6:latest
Time-1-0201,Time,1,201,AOR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4190,qwen3.6:latest
Time-1-0202,Time,1,202,AOR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4231,qwen3.6:latest
Time-1-0203,Time,1,203,AOR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4188,qwen3.6:latest
Time-1-0204,Time,1,204,AOR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4248,qwen3.6:latest
Time-1-0205,Time,1,205,AOR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4222,qwen3.6:latest
Time-1-0206,Time,1,206,AOR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4323,qwen3.6:latest
Time-1-0207,Time,1,207,AOR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4305,qwen3.6:latest
Time-1-0208,Time,1,208,LVR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4130,qwen3.6:latest
Time-1-0209,Time,1,209,LVR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4019,qwen3.6:latest
Time-1-0210,Time,1,210,AOR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4283,qwen3.6:latest
Time-1-0211,Time,1,211,AOR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4227,qwen3.6:latest
Time-1-0212,Time,1,212,AOR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4252,qwen3.6:latest
Time-1-0213,Time,1,213,AOR,arithmetic,org.joda.time.Partial,475,1,0.85,0.85,4302,qwen3.6:latest
Time-1-0214,Time,1,214,STD,statement_deletion,org.joda.time.Partial,475,1,0.15,0.15,4128,qwen3.6:latest
Time-1-0215,Time,1,215,STD,statement_deletion,org.joda.time.Partial,479,0,0.15,0.15,4099,qwen3.6:latest
Time-1-0216,Time,1,216,ROR,relational,org.joda.time.Partial,482,0,0.85,0.85,4009,qwen3.6:latest
Time-1-0217,Time,1,217,ROR,relational,org.joda.time.Partial,482,1,0.85,0.85,4015,qwen3.6:latest
Time-1-0218,Time,1,218,ROR,relational,org.joda.time.Partial,482,1,0.85,0.85,3997,qwen3.6:latest
Time-1-0219,Time,1,219,STD,statement_deletion,org.joda.time.Partial,486,1,0.15,0.15,3975,qwen3.6:latest
Time-1-0220,Time,1,220,LVR,arithmetic,org.joda.time.Partial,500,1,0.85,0.85,4194,qwen3.6:latest
Time-1-0221,Time,1,221,LVR,arithmetic,org.joda.time.Partial,500,1,0.85,0.85,4212,qwen3.6:latest
Time-1-0222,Time,1,222,ROR,relational,org.joda.time.Partial,500,1,0.85,0.85,4255,qwen3.6:latest
Time-1-0223,Time,1,223,ROR,relational,org.joda.time.Partial,500,0,0.85,0.85,4344,qwen3.6:latest
Time-1-0224,Time,1,224,ROR,relational,org.joda.time.Partial,500,1,0.85,0.85,4269,qwen3.6:latest
Time-1-0225,Time,1,225,LVR,arithmetic,org.joda.time.Partial,501,1,0.85,0.85,4274,qwen3.6:latest
Time-1-0226,Time,1,226,LVR,arithmetic,org.joda.time.Partial,501,1,0.85,0.85,4278,qwen3.6:latest
Time-1-0227,Time,1,227,AOR,arithmetic,org.joda.time.Partial,501,1,0.85,0.85,4323,qwen3.6:latest
Time-1-0228,Time,1,228,AOR,arithmetic,org.joda.time.Partial,501,1,0.85,0.85,4327,qwen3.6:latest
Time-1-0229,Time,1,229,AOR,arithmetic,org.joda.time.Partial,501,1,0.85,0.85,4362,qwen3.6:latest
Time-1-0230,Time,1,230,AOR,arithmetic,org.joda.time.Partial,501,1,0.85,0.85,4295,qwen3.6:latest
Time-1-0231,Time,1,231,LVR,arithmetic,org.joda.time.Partial,502,1,0.85,0.85,4288,qwen3.6:latest
